City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,iquique,-20.2208,-70.1431,22.02,80,70,2.29,CL,1706671097
361,saldanha,-33.0117,17.9442,18.03,94,96,2.95,ZA,1706671215
362,barakani,-12.1356,44.4317,26.77,76,91,1.08,KM,1706671216
363,okhotsk,59.3833,143.3,-19.31,79,46,5.92,RU,1706671120
364,kendari,-3.945,122.4989,29.4,72,95,1.14,ID,1706671216
365,hobyo,5.3505,48.5268,24.91,77,98,5.85,SO,1706671216
366,san patricio,28.017,-97.5169,14.94,64,100,2.71,US,1706671216
367,pisco,-13.7,-76.2167,24.03,78,40,6.17,PE,1706671217
368,kamaishi,39.2667,141.8833,8.38,58,100,4.76,JP,1706671217
369,moussoro,13.6408,16.4901,17.83,22,0,7.55,TD,1706671217
370,cheremukhovo,60.3484,59.9851,-9.46,93,96,1.34,RU,1706671217
371,san juan,-31.5375,-68.5364,28.68,40,59,3.57,AR,1706670991
372,moengo,5.6167,-54.4,23.82,93,37,1.45,SR,1706671218
373,mana,5.6592,-53.7767,25.67,84,22,4.32,GF,1706671218
374,antofagasta,-23.65,-70.4,20.6,80,58,2.02,CL,1706670963
375,viedma,-40.8135,-62.9967,23.39,66,2,3.45,AR,1706671218
376,bishkek,42.87,74.59,-2.89,97,100,1.86,KG,1706671065
377,northam,51.0333,-4.2167,0.37,82,35,3.98,GB,1706671219
378,villa yapacani,-17.4,-63.8333,23.53,97,99,1.3,BO,1706671219
379,eydhafushi,5.1033,73.0708,27.21,77,92,4.08,MV,1706671219
380,isola di capo rizzuto,38.96,17.0933,6.21,55,0,4.73,IT,1706671219
381,lompoc,34.6391,-120.4579,13.85,86,0,0.89,US,1706671219
382,tabou,4.423,-7.3528,26.52,85,87,2.8,CI,1706671220
383,tazovsky,67.4667,78.7,-21.62,93,82,6.5,RU,1706671220
384,progreso,21.2833,-89.6667,19.42,73,39,4.13,MX,1706671220
385,tsiombe,-25.3,45.4833,23.28,83,88,5.84,MG,1706671221
386,callao,-12.0667,-77.15,26.51,73,75,4.63,PE,1706671205
387,constantia,44.1833,28.65,-4.62,78,29,3.12,RO,1706671222
388,island harbour,50.724,-1.2758,7.74,82,12,0.45,GB,1706671223
389,dali,25.7,100.1833,10.66,31,0,2.25,CN,1706671224
390,olivenza,38.6832,-7.103,8.51,87,38,2.39,ES,1706671226
391,el calafate,-50.3408,-72.2768,10.98,74,29,3.76,AR,1706671228
392,swift current,50.2834,-107.8014,3.45,81,0,4.63,CA,1706671229
393,san antonio de pale,-1.4014,5.6325,27.98,77,100,2.78,GQ,1706671229
394,kerikeri,-35.2268,173.9474,23.51,64,54,2.76,NZ,1706671229
395,kuqa,41.7278,82.9364,-2.13,52,100,1.28,CN,1706671229
396,hola,51.5377,23.1902,1.1,70,98,4.27,PL,1706671229
397,kokstad,-30.5472,29.4241,15.13,95,97,1.77,ZA,1706671231
398,vershino-darasunskiy,52.35,115.5167,-22.57,69,69,1.78,RU,1706671232
399,baoshan,46.5586,131.4244,-15.22,85,100,3.12,CN,1706671232
400,sol'tsy,58.1239,30.3238,-0.43,92,100,2.81,RU,1706671232
401,tongchuanshi,35.0806,109.0897,4.95,59,57,2.59,CN,1706671232
402,biltine,14.5333,20.9167,18.31,23,0,6.45,TD,1706671233
403,tayu,-6.5397,111.0518,29.99,68,75,3.97,ID,1706671234
404,inarajan village,13.2736,144.7484,29.54,66,44,10.14,GU,1706671234
405,joshimath,30.5667,79.5667,6.91,45,18,1.08,IN,1706671234
406,wenchang,30.904,118.4887,12.14,90,100,2.08,CN,1706671234
407,novodvinsk,64.4165,40.8122,-0.12,87,71,4.03,RU,1706671234
408,dombarovskiy,50.7587,59.5386,-8.33,95,100,4.47,RU,1706671235
409,thunder bay,48.4001,-89.3168,0.99,86,75,3.09,CA,1706671235
410,vilyuysk,63.7553,121.6247,-24.48,96,100,1.57,RU,1706671235
411,tharad,24.3961,71.6267,19.81,72,100,2.47,IN,1706671235
412,jaru,-10.4389,-62.4664,24.68,90,100,0.3,BR,1706671025
413,severnoye,56.3491,78.3619,-15.57,96,100,3.58,RU,1706671236
414,creel,27.75,-107.6333,6.48,82,100,1.16,MX,1706671236
415,okha,53.5739,142.9478,-17.82,89,99,7.15,RU,1706671236
416,seoni malwa,22.45,77.4667,18.77,37,100,2.19,IN,1706671237
417,fontanelas,38.8472,-9.4372,13.66,90,77,4.1,PT,1706671237
418,tshikapa,-6.4167,20.8,21.23,98,100,0.51,CD,1706671237
419,yeppoon,-23.1333,150.7333,30.88,76,62,6.31,AU,1706671238
420,mogocha,53.7333,119.7667,-19.36,77,100,1.81,RU,1706671238
421,peace river,56.2501,-117.286,6.17,60,0,5.66,CA,1706671102
422,magadan,59.5667,150.8,-21.74,77,6,1.75,RU,1706671238
423,tokar,18.4254,37.729,22.04,67,100,4.87,SD,1706671239
424,kiomboi,-4.2667,34.3667,16.3,96,100,1.84,TZ,1706671239
425,sandnessjoen,66.0217,12.6316,3.29,98,100,16.95,NO,1706671239
426,karratha,-20.7377,116.8463,31.41,52,53,3.57,AU,1706671239
427,chukhloma,58.7525,42.6825,-6.06,94,18,2.68,RU,1706671240
428,mahdia,35.5047,11.0622,8.97,72,1,0.2,TN,1706671240
429,tarko-sale,64.9225,77.785,-24.16,97,9,5.54,RU,1706671240
430,kalabo,-14.97,22.6814,19.25,90,86,0.87,ZM,1706671240
431,playas,-2.6333,-80.3833,25.63,83,100,5.04,EC,1706671241
432,suzhou,31.3114,120.6181,10.83,95,100,2.22,CN,1706671241
433,ouddorp,51.8117,3.9347,6.66,88,100,0.79,NL,1706671241
434,as salamiyah,35.0113,37.0532,5.18,94,95,1.05,SY,1706671242
435,fale old settlement,-9.3852,-171.2468,29.66,68,27,1.2,TK,1706671242
436,road town,18.4167,-64.6167,26.05,68,0,2.11,VG,1706671242
437,sunagawa,43.4864,141.9056,-0.86,70,100,2.37,JP,1706671242
438,sirte,31.2089,16.5887,13.24,61,29,7.67,LY,1706671242
439,kyzyl,51.7,94.45,-31.1,95,86,0.45,RU,1706671242
440,kyren,51.6828,102.1408,-18.92,78,20,0.45,RU,1706671243
441,barcelos,41.5388,-8.6151,14.27,73,100,1.87,PT,1706671243
442,bel ombre,-4.6167,55.4167,28.91,74,20,2.06,SC,1706671243
443,red hill,33.9996,-79.2581,9.38,27,30,2.61,US,1706671243
444,lake monticello,37.9232,-78.3347,5.81,78,100,0.89,US,1706671243
445,xai-xai,-25.0519,33.6442,23.15,87,14,4.54,MZ,1706671243
446,huatusco,19.15,-96.95,12.35,94,100,0.55,MX,1706671244
447,tidjikja,18.5564,-11.4271,17.2,15,0,5.77,MR,1706671244
448,dwarka,22.2394,68.9678,22.42,76,100,2.99,IN,1706671244
449,panama city beach,30.1766,-85.8055,14.01,76,76,1.34,US,1706671244
450,tenosique,17.4833,-91.4333,18.75,82,100,1.32,MX,1706671244
451,bhind,26.5642,78.7883,14.41,68,98,2.08,IN,1706671245
452,benito juarez,19.385,-99.165,16.02,23,75,2.06,MX,1706670546
453,suances,43.4334,-4.0434,9.43,100,100,0.0,ES,1706671245
454,luanda,-8.8368,13.2343,27.0,2,75,2.06,AO,1706671245
455,gembu,6.7,11.2667,17.13,32,12,1.29,NG,1706671245
456,palikir - national government center,6.9248,158.1611,29.47,66,100,6.17,FM,1706671246
457,dauphin,51.1494,-100.0502,7.08,65,0,12.86,CA,1706671246
458,bikaner,28.0167,73.3,17.95,41,32,3.21,IN,1706671246
459,zemio,5.0314,25.1361,20.41,37,66,1.64,CF,1706671246
460,techiman,7.5862,-1.9414,22.62,33,32,1.67,GH,1706671246
461,nagqu,31.5,92.0,-8.53,46,89,2.39,CN,1706671246
462,holly springs,35.6513,-78.8336,8.01,74,87,0.89,US,1706671100
463,najran,17.4924,44.1277,17.36,72,26,1.9,SA,1706671247
464,tafuna,-14.3358,-170.72,32.97,66,40,4.12,AS,1706671247
465,alofi,-19.0595,-169.9187,27.73,84,100,6.42,NU,1706671247
466,newman,37.3138,-121.0208,17.94,79,80,1.34,US,1706671247
467,dzuunmod,48.2199,97.3744,-18.53,78,70,1.24,MN,1706671248
468,san ramon,37.7799,-121.978,16.12,71,0,2.06,US,1706671248
469,yeonil,35.9942,129.345,9.82,60,85,2.33,KR,1706671248
470,kapuskasing,49.4169,-82.4331,1.05,86,100,5.14,CA,1706671248
471,at taj,24.2049,23.2857,7.57,54,1,3.38,LY,1706671248
472,luderitz,-26.6481,15.1594,18.41,83,0,3.91,NA,1706671249
473,ad darb,17.7229,42.2526,24.06,71,14,1.99,SA,1706671249
474,dulag,10.9525,125.0317,27.24,79,100,5.42,PH,1706671249
475,guanare,9.0418,-69.7421,27.02,44,54,1.79,VE,1706671249
476,yamada,39.4667,141.95,8.79,56,100,4.36,JP,1706670965
477,al manshah,26.4769,31.8035,7.52,51,0,2.68,EG,1706671250
478,kudymkar,59.0173,54.656,-3.35,90,97,4.85,RU,1706671250
479,queenstown,-31.8976,26.8753,19.57,88,100,0.89,ZA,1706671250
480,westport,41.1415,-73.3579,2.27,73,100,5.14,US,1706671250
481,kabompo,-13.5927,24.2008,17.14,96,18,1.73,ZM,1706671250
482,abra pampa,-22.7205,-65.697,11.6,64,67,0.37,AR,1706671251
483,kichmengskiy gorodok,59.9816,45.7854,-5.03,95,13,3.13,RU,1706671251
484,mount darwin,-16.7725,31.5838,18.9,82,76,1.4,ZW,1706671251
485,mineiros,-17.5694,-52.5511,22.22,68,100,1.12,BR,1706671251
486,richards bay,-28.783,32.0377,21.36,86,1,1.14,ZA,1706671251
487,kolonia town,6.964,158.206,30.06,66,100,6.17,FM,1706671252
488,ngaoundere,7.3167,13.5833,16.97,26,12,2.14,CM,1706671252
489,remire-montjoly,4.9167,-52.2667,26.02,94,100,0.0,GF,1706671252
490,kenora,49.8167,-94.4337,-0.46,93,40,6.17,CA,1706671252
491,val-d'or,48.1002,-77.7828,-2.95,93,100,5.66,CA,1706671252
492,saint-philippe,-21.3585,55.7679,25.77,85,64,4.42,RE,1706671252
493,yefremov,53.1481,38.0992,-3.8,94,100,1.91,RU,1706671253
494,huarmey,-10.0681,-78.1522,24.28,80,100,2.93,PE,1706671253
495,fort saskatchewan,53.7168,-113.2187,7.36,48,40,4.47,CA,1706671253
496,retreat,38.8245,-85.8533,3.88,95,100,1.79,US,1706671253
497,luzilandia,-3.4578,-42.3703,23.61,98,9,1.62,BR,1706671253
498,daru,-9.0763,143.2092,28.56,82,100,3.08,PG,1706671146
499,mili,6.0815,171.735,26.45,86,100,5.57,MH,1706671254
500,imbituba,-28.24,-48.6703,24.92,85,84,2.1,BR,1706671254
501,pospelikha,51.95,81.7667,-12.11,89,100,2.8,RU,1706670992
502,mondlo,-27.983,30.7177,17.13,86,99,1.91,ZA,1706671254
503,la'ie,21.6477,-157.9253,25.98,73,22,0.89,US,1706671254
504,traverse city,44.7631,-85.6206,2.13,97,100,1.1,US,1706671254
505,buka,40.8108,69.1986,0.24,92,100,2.15,UZ,1706671255
506,puerto aysen,-45.4,-72.7,13.79,99,100,2.16,CL,1706671255
507,razumnoye,50.5344,36.6846,-3.4,100,75,1.0,RU,1706671255
508,nova vicosa,-17.8919,-39.3719,25.17,90,100,3.83,BR,1706671255
509,skowhegan,44.7651,-69.7192,-13.08,87,52,0.81,US,1706671255
510,kayangel,8.0823,134.7173,27.33,83,41,10.33,PW,1706671256
511,fauske,67.2588,15.3918,1.64,90,100,4.78,NO,1706671256
512,kununurra,-15.7667,128.7333,31.99,66,20,2.57,AU,1706671256
513,yelizovo,53.1873,158.3805,-10.92,47,75,5.0,RU,1706671256
514,antsiranana,-12.2787,49.2917,24.42,94,20,2.06,MG,1706671256
515,idfu,24.9803,32.8747,8.56,45,0,2.83,EG,1706671256
516,danielskuil,-28.1887,23.5395,21.91,55,100,3.16,ZA,1706671257
517,wanxian,30.8039,108.3897,11.12,74,100,0.8,CN,1706671257
518,broome,42.2506,-75.833,-0.06,89,100,3.6,US,1706671257
519,tromso,69.6496,18.957,4.01,45,100,15.43,NO,1706671257
520,nyala,12.05,24.8833,16.31,22,36,7.87,SD,1706671258
521,kotlas,61.2611,46.6556,-6.08,94,17,2.24,RU,1706671258
522,rosarito,32.3333,-117.0333,17.04,68,39,0.42,MX,1706671258
523,pipar,26.3856,73.5378,18.49,38,89,2.35,IN,1706671258
524,omarska,44.89,16.8992,-5.34,76,4,0.3,BA,1706671258
525,howrah,22.5892,88.3103,20.0,94,75,0.0,IN,1706671258
526,yelan',50.949,43.7378,-3.11,99,100,2.49,RU,1706671259
527,malango,-2.9627,119.9001,26.09,82,81,1.11,ID,1706671259
528,flying fish cove,-10.4217,105.6791,26.82,89,75,0.51,CX,1706671259
529,siirt,37.9326,41.9403,0.33,67,99,1.19,TR,1706671260
530,liuhe,42.2401,125.7172,-12.64,84,100,3.0,CN,1706671260
531,batesburg-leesville,33.9101,-81.5373,7.54,83,22,2.68,US,1706671260
532,buala,-8.145,159.5921,29.28,72,99,4.09,SB,1706671261
533,almeirim,-1.5233,-52.5817,24.56,79,80,1.5,BR,1706671261
534,ihosy,-22.4,46.1167,17.39,90,94,3.11,MG,1706671261
535,oroqen zizhiqi,50.5667,123.7167,-22.05,72,26,1.78,CN,1706671261
536,colares,38.7992,-9.4469,14.31,90,73,6.71,PT,1706671192
537,zalingei,12.9096,23.4741,16.66,22,5,3.2,SD,1706671261
538,galliano,29.4422,-90.2992,14.0,73,96,4.24,US,1706671262
539,palmer,42.1584,-72.3287,-1.35,77,100,1.54,US,1706671263
540,mount gambier,-37.8333,140.7667,22.15,46,2,4.63,AU,1706671263
541,basoko,1.2391,23.616,24.56,67,100,1.32,CD,1706671263
542,borogontsy,62.6683,131.1683,-33.76,94,39,0.22,RU,1706671263
543,kabare,-2.4683,28.8242,17.4,92,100,0.49,CD,1706671264
544,rio gallegos,-51.6226,-69.2181,12.03,54,0,5.66,AR,1706671264
545,lospalos,-8.5186,127.0025,29.89,61,100,1.13,TL,1706671264
546,tuensang,26.2833,94.8333,15.2,59,2,0.18,IN,1706671264
547,itaituba,-4.2761,-55.9836,24.34,99,100,0.78,BR,1706671264
548,emerald,-23.5333,148.1667,31.3,70,74,2.28,AU,1706671264
549,aitape,-3.1374,142.3475,28.97,79,99,4.02,PG,1706671265
550,bol'sherech'ye,56.0925,74.6272,-18.63,98,95,2.95,RU,1706671265
551,talara,-4.5772,-81.2719,23.97,87,100,3.87,PE,1706671267
552,yuxi,24.355,102.5422,14.68,59,69,5.08,CN,1706671270
553,ta`u,-14.2336,-169.5144,29.15,72,86,3.48,AS,1706671272
554,cangucu,-31.395,-52.6756,14.88,94,21,0.97,BR,1706671273
555,abeche,13.8292,20.8324,18.25,23,4,5.36,TD,1706671273
556,cadale,2.7603,46.3222,25.23,79,63,6.51,SO,1706671273
557,ardakan,32.31,54.0175,4.7,39,70,3.9,IR,1706671273
558,perevoz,55.5961,44.5446,-13.91,100,74,2.08,RU,1706671273
559,chernyshevskiy,63.0128,112.4714,-26.18,100,97,0.47,RU,1706671274
560,labin,45.095,14.1197,6.08,60,58,1.43,HR,1706671274
561,gisborne,-38.6533,178.0042,20.43,80,76,5.83,NZ,1706671275
562,gamba,-2.65,10.0,26.3,89,100,1.06,GA,1706671277
563,vilhena,-12.7406,-60.1458,21.64,90,48,1.01,BR,1706671277
564,beyneu,45.3167,55.2,-3.37,72,100,9.49,KZ,1706671278
565,holualoa,19.6228,-155.9522,25.31,83,75,4.12,US,1706671278
566,abdanan,32.9926,47.4198,7.23,54,1,2.54,IR,1706671278
567,chop,48.432,22.2055,-1.13,89,36,2.48,UA,1706671279
568,blenheim,-41.516,173.9528,21.4,59,11,1.79,NZ,1706671279
569,tinogasta,-28.0632,-67.5649,29.33,32,95,2.05,AR,1706671134
570,tutoia,-2.7619,-42.2744,26.95,86,30,4.72,BR,1706671280
571,novouzensk,50.4592,48.1431,-5.58,92,74,4.16,RU,1706671280
